Record_ID,Date,Store_Location,Region,Total_Employees,Full_Time_Employees,Part_Time_Employees,Seasonal_Employees,Employee_Turnover_Rate_%,Employee_Satisfaction_Score,Women_Employees_%,Minority_Employees_%,Employees_with_Disabilities_%,Diversity_Score,Community_Engagement_Hours,Charitable_Donations_usd,Local_Sourcing_%,Community_Programs,Health_Safety_Incidents,Lost_Time_Injuries,Safety_Training_Hours,Health_Safety_Score,Employee_Category,Program_Type,Compliance_Status,Performance_Score,Data_Quality_Score,Month,Day_Type,Quarter
8275,2023-07-19,Store_022,Central,183,119,52,12,28.11,3.3,52.57,42.78,2.41,85.1,61,38740,24.35,13,1,1,73,94.4,Part-Time,Training,Compliant,65.9,80.8,7,Weekday,Q3
8388,2023-07-19,Store_041,East,145,80,56,9,29.68,3.8,43.49,23.73,3.09,71.7,308,11639,58.48,17,8,2,80,76.6,Full-Time,Community,Compliant,81.1,95.3,7,Weekday,Q3
19238,2023-07-19,Store_011,South,200,146,34,20,11.97,3.9,22.07,10.94,4.39,72.6,380,1637,62.01,7,0,2,11,66.3,Part-Time,Training,Non-Compliant,77.0,75.3,7,Weekday,Q3
8069,2023-07-19,Store_038,West,135,22,86,27,30.86,4.4,51.2,24.63,5.93,69.8,318,35954,10.3,9,7,2,176,88.7,Full-Time,Diversity,Compliant,75.2,96.5,7,Weekday,Q3
6316,2023-07-19,Store_006,South,206,125,44,37,10.82,4.8,21.18,10.54,13.01,86.8,431,10051,57.11,11,3,1,22,84.2,Full-Time,Wellness,Compliant,77.9,77.9,7,Weekday,Q3
15697,2023-07-19,Store_024,West,239,130,99,10,26.53,3.3,36.45,18.6,13.55,40.6,281,3311,65.73,1,2,1,45,92.8,Seasonal,Training,Compliant,91.1,87.1,7,Weekday,Q3
19368,2023-07-19,Store_046,Central,140,27,70,43,38.34,3.7,44.5,45.76,10.28,66.6,79,13160,28.49,9,7,0,24,79.9,Seasonal,Training,Compliant,98.9,78.5,7,Weekday,Q3
13598,2023-07-19,Store_041,Central,89,43,42,4,25.75,3.2,31.98,45.28,2.39,68.2,129,44141,59.48,19,1,1,124,66.8,Full-Time,Community,Non-Compliant,81.6,84.2,7,Weekday,Q3
7523,2023-07-19,Store_022,West,183,141,41,1,27.23,5.0,53.09,35.38,3.16,46.4,147,29883,56.63,0,5,4,167,70.2,Seasonal,Training,Compliant,92.1,95.0,7,Weekday,Q3
15610,2023-07-19,Store_020,South,153,77,73,3,21.06,5.0,41.32,37.86,10.69,44.5,94,13774,30.27,12,5,4,149,69.3,Seasonal,Wellness,Compliant,52.3,97.2,7,Weekday,Q3
11196,2023-07-19,Store_045,East,159,127,17,15,9.35,4.2,44.6,31.31,5.09,75.7,74,7030,23.27,4,7,3,198,92.7,Full-Time,Training,Compliant,60.8,83.4,7,Weekday,Q3
16366,2023-07-19,Store_001,Central,153,22,95,36,12.12,3.3,21.81,11.07,7.67,80.2,296,5354,27.01,10,7,3,118,75.8,Full-Time,Wellness,Compliant,58.5,86.8,7,Weekday,Q3
16281,2023-07-19,Store_030,East,169,92,29,48,15.39,3.1,28.21,47.08,6.15,68.4,387,7535,43.85,19,9,3,82,77.7,Full-Time,Diversity,Compliant,65.9,83.9,7,Weekday,Q3
13501,2023-07-19,Store_013,Central,140,117,12,11,15.83,3.8,26.36,13.94,14.14,70.4,45,10857,42.85,2,6,3,136,79.5,Part-Time,Wellness,Compliant,52.9,81.3,7,Weekday,Q3
4362,2023-07-19,Store_049,West,190,144,36,10,33.81,3.6,54.23,35.09,12.91,71.4,115,21820,61.55,10,8,3,106,66.4,Full-Time,Training,Compliant,98.1,81.8,7,Weekday,Q3
13869,2023-07-19,Store_028,South,180,139,32,9,15.65,3.9,31.58,46.63,7.84,65.0,477,39769,24.9,11,3,0,142,89.7,Full-Time,Community,Compliant,97.2,82.1,7,Weekday,Q3
6824,2023-07-19,Store_009,West,174,104,69,1,14.35,3.3,57.71,17.31,9.77,74.3,19,14554,12.46,3,7,3,140,78.5,Full-Time,Training,Compliant,65.3,92.1,7,Weekday,Q3
2268,2023-07-19,Store_011,North,185,145,23,17,17.94,4.6,21.12,32.8,14.41,65.4,222,19523,67.86,6,4,3,34,84.0,Seasonal,Wellness,Compliant,63.8,78.5,7,Weekday,Q3
8207,2023-07-19,Store_050,South,63,48,11,4,19.91,3.8,43.59,22.56,13.33,92.0,133,18886,62.86,7,7,2,110,84.5,Full-Time,Training,Non-Compliant,69.4,91.6,7,Weekday,Q3
12571,2023-07-19,Store_004,East,97,49,17,31,23.34,4.4,55.83,30.62,11.06,94.2,44,19301,73.88,14,0,0,19,96.2,Part-Time,Training,Compliant,73.2,90.7,7,Weekday,Q3
16716,2023-07-19,Store_011,West,184,119,29,36,13.12,5.0,30.96,23.59,2.91,50.1,449,19484,33.46,15,5,2,189,68.6,Full-Time,Community,Compliant,97.8,83.8,7,Weekday,Q3
4456,2023-07-21,Store_017,Central,103,34,37,32,35.22,3.0,47.24,42.46,8.68,77.9,350,38766,47.38,8,0,4,178,75.2,Full-Time,Community,Compliant,74.7,76.4,7,Weekday,Q3
9812,2023-07-21,Store_006,East,165,95,31,39,36.78,4.7,41.78,10.69,11.36,61.6,54,18605,50.04,4,4,4,190,81.5,Part-Time,Wellness,Compliant,93.4,75.1,7,Weekday,Q3
9189,2023-07-21,Store_009,Central,122,68,29,25,29.6,3.7,22.71,22.97,10.97,73.0,25,10541,40.05,0,6,0,149,86.9,Part-Time,Wellness,Partial,79.7,93.9,7,Weekday,Q3
9528,2023-07-21,Store_028,West,159,120,32,7,16.43,3.1,45.25,29.7,7.89,49.3,166,34929,61.8,5,9,3,163,84.0,Part-Time,Training,Partial,56.3,89.6,7,Weekday,Q3
19847,2023-07-21,Store_020,North,274,148,83,43,36.76,3.1,35.6,40.72,2.56,88.8,216,27837,13.62,11,7,2,46,89.9,Seasonal,Wellness,Compliant,79.5,82.5,7,Weekday,Q3
7494,2023-07-21,Store_015,South,221,113,65,43,39.52,3.6,46.83,41.87,14.74,86.7,429,25957,62.34,11,3,4,134,64.4,Full-Time,Training,Compliant,70.8,87.8,7,Weekday,Q3
14232,2023-07-21,Store_039,East,204,125,77,2,17.1,3.3,28.24,21.2,8.18,84.3,403,47019,72.11,5,2,4,86,68.8,Full-Time,Community,Partial,52.5,97.0,7,Weekday,Q3
16422,2023-07-21,Store_019,Central,197,119,37,41,26.61,4.5,38.28,30.83,2.91,83.0,168,14677,33.56,2,6,4,111,61.7,Full-Time,Training,Non-Compliant,75.2,90.5,7,Weekday,Q3
17555,2023-07-21,Store_006,Central,126,59,29,38,39.36,4.2,24.89,31.71,3.87,56.6,149,28828,38.09,18,4,2,110,96.6,Full-Time,Wellness,Compliant,59.7,89.0,7,Weekday,Q3
16019,2023-07-21,Store_005,Central,148,66,52,30,16.44,4.1,53.59,14.38,11.05,78.0,6,22732,74.93,3,2,2,139,83.0,Full-Time,Training,Compliant,87.1,94.7,7,Weekday,Q3
8156,2023-07-21,Store_001,North,145,100,19,26,9.53,3.0,52.08,44.14,14.59,88.1,292,30158,79.05,19,0,3,72,85.4,Part-Time,Community,Non-Compliant,87.0,93.8,7,Weekday,Q3
10276,2023-07-21,Store_040,South,168,47,90,31,7.03,4.6,22.39,48.58,13.91,60.5,483,34123,54.65,18,6,0,69,97.7,Full-Time,Wellness,Non-Compliant,50.9,77.9,7,Weekday,Q3
11909,2023-07-21,Store_016,Central,79,53,5,21,7.21,4.8,45.62,42.77,2.33,53.0,466,27287,16.63,19,7,4,150,96.6,Seasonal,Wellness,Compliant,91.8,77.9,7,Weekday,Q3
3962,2023-07-21,Store_033,East,207,69,96,42,5.36,3.2,50.69,31.96,6.65,93.7,23,42930,51.85,8,6,2,195,99.8,Full-Time,Community,Compliant,91.8,77.1,7,Weekday,Q3
19004,2023-07-21,Store_020,South,101,28,70,3,33.43,4.0,54.72,33.45,10.47,69.1,408,18213,24.91,13,2,1,128,70.5,Part-Time,Diversity,Compliant,97.4,98.1,7,Weekday,Q3
12515,2023-07-21,Store_032,North,175,55,84,36,10.63,3.3,50.57,13.96,2.28,46.6,83,47547,11.26,12,4,2,163,84.4,Full-Time,Training,Compliant,75.5,88.5,7,Weekday,Q3
14292,2023-07-21,Store_013,North,174,70,82,22,31.25,4.8,35.51,10.67,4.37,85.2,458,30199,66.67,13,6,2,98,75.4,Full-Time,Wellness,Partial,90.4,90.4,7,Weekday,Q3
17734,2023-07-21,Store_023,West,218,124,53,41,26.55,5.0,24.2,36.06,7.93,55.7,367,26310,57.72,2,3,4,141,69.1,Seasonal,Training,Compliant,60.1,82.8,7,Weekday,Q3
8800,2023-07-21,Store_049,Central,163,129,12,22,28.8,4.0,46.27,35.58,3.53,70.6,385,22483,10.07,18,6,0,126,71.9,Full-Time,Training,Compliant,51.0,80.4,7,Weekday,Q3
4444,2023-07-21,Store_012,Central,176,58,95,23,11.05,4.4,48.47,16.73,12.0,44.9,202,39878,46.25,11,2,1,85,73.9,Part-Time,Diversity,Compliant,74.1,93.0,7,Weekday,Q3
4940,2023-07-21,Store_047,West,189,134,49,6,12.97,3.5,29.79,19.94,2.46,87.3,360,5559,10.18,12,0,2,108,75.7,Seasonal,Training,Compliant,77.1,84.1,7,Weekday,Q3
3935,2023-07-21,Store_036,South,113,95,12,6,8.17,4.7,59.72,34.09,14.24,76.3,81,5926,18.74,3,8,1,34,92.1,Full-Time,Diversity,Compliant,70.5,87.6,7,Weekday,Q3
3460,2023-07-21,Store_009,West,178,99,43,36,27.72,3.9,47.49,35.11,6.57,59.9,426,41637,41.4,1,7,3,66,76.0,Full-Time,Diversity,Compliant,76.9,79.1,7,Weekday,Q3
18901,2023-07-21,Store_048,South,112,68,33,11,38.12,4.0,42.04,27.4,4.39,81.0,260,30963,44.62,6,7,2,110,94.9,Full-Time,Community,Partial,82.9,91.0,7,Weekday,Q3
5453,2023-07-21,Store_034,West,217,124,79,14,36.71,3.4,57.68,24.14,4.86,57.6,34,32699,27.52,3,0,4,118,82.0,Full-Time,Training,Compliant,99.3,83.8,7,Weekday,Q3
12333,2023-07-21,Store_038,East,215,121,76,18,26.71,4.4,50.34,40.93,6.76,80.4,331,25968,29.33,6,0,0,150,64.5,Part-Time,Wellness,Compliant,85.4,92.3,7,Weekday,Q3
12064,2023-07-21,Store_025,East,169,67,81,21,31.33,4.0,53.39,44.77,3.68,57.2,100,6943,40.89,16,0,3,31,80.2,Full-Time,Training,Compliant,90.5,86.0,7,Weekday,Q3
7495,2023-07-21,Store_045,South,215,120,64,31,22.35,3.1,33.13,19.44,11.54,74.3,38,49087,71.84,9,5,2,92,86.7,Full-Time,Wellness,Compliant,59.2,79.0,7,Weekday,Q3
5752,2023-07-21,Store_019,East,176,110,29,37,15.76,4.9,37.78,48.25,13.19,90.1,228,43986,46.4,16,6,3,49,99.8,Full-Time,Diversity,Non-Compliant,95.4,95.0,7,Weekday,Q3
19541,2023-07-21,Store_035,West,169,129,38,2,15.72,4.5,46.25,12.89,11.7,73.9,317,38310,78.84,19,0,4,91,91.4,Full-Time,Training,Non-Compliant,69.1,89.4,7,Weekday,Q3
12230,2023-07-21,Store_030,North,57,33,23,1,22.93,3.7,36.88,39.17,9.66,79.1,23,10458,11.78,9,0,3,196,85.5,Part-Time,Wellness,Compliant,84.9,75.5,7,Weekday,Q3
7352,2023-07-21,Store_048,West,143,96,5,42,20.34,4.4,47.31,10.05,10.6,56.3,423,21308,18.3,13,2,0,120,72.5,Full-Time,Diversity,Partial,95.3,86.3,7,Weekday,Q3
9732,2023-07-21,Store_002,North,224,106,79,39,9.6,3.4,22.31,21.03,7.63,66.5,299,3501,71.83,6,4,1,185,98.2,Full-Time,Diversity,Partial,71.3,91.9,7,Weekday,Q3
2658,2023-07-21,Store_011,East,203,89,80,34,30.49,3.6,41.52,49.22,12.53,93.8,368,14609,57.66,6,3,0,171,60.5,Full-Time,Training,Compliant,81.8,81.8,7,Weekday,Q3
1886,2023-07-21,Store_026,East,155,104,23,28,24.49,4.4,29.59,17.39,5.48,53.9,402,9893,32.67,1,4,2,48,95.5,Full-Time,Diversity,Non-Compliant,93.9,83.5,7,Weekday,Q3
3353,2023-07-21,Store_006,East,106,23,80,3,12.42,3.7,59.71,33.65,4.29,73.9,360,19645,45.13,18,8,4,10,76.3,Full-Time,Community,Compliant,81.4,94.0,7,Weekday,Q3
18649,2023-07-21,Store_014,East,88,36,7,45,6.9,4.9,32.13,45.47,3.67,70.0,227,779,79.69,1,7,3,71,99.5,Part-Time,Training,Non-Compliant,62.1,89.8,7,Weekday,Q3
17134,2023-07-21,Store_047,North,137,32,62,43,11.68,3.2,28.66,16.87,7.96,90.4,256,49238,74.58,0,8,2,179,86.5,Part-Time,Wellness,Compliant,98.2,96.1,7,Weekday,Q3
1570,2023-07-21,Store_047,Central,119,55,51,13,10.44,4.0,53.81,41.03,14.87,61.9,134,33632,58.74,5,2,2,155,62.3,Full-Time,Diversity,Compliant,59.4,80.9,7,Weekday,Q3
4257,2023-07-21,Store_015,East,147,43,70,34,35.61,3.8,30.46,15.82,14.84,50.7,71,43731,68.01,14,5,4,182,74.0,Full-Time,Community,Compliant,57.3,82.6,7,Weekday,Q3
3455,2023-07-21,Store_035,East,141,42,78,21,17.75,4.9,33.68,24.14,10.57,64.4,17,9560,77.29,17,2,1,26,85.4,Part-Time,Training,Partial,56.5,95.5,7,Weekday,Q3
5412,2023-07-21,Store_048,North,103,29,48,26,35.07,4.8,23.46,27.11,2.27,88.4,152,24798,20.34,6,0,1,193,85.3,Full-Time,Training,Compliant,78.1,95.3,7,Weekday,Q3
9221,2023-07-26,Store_024,Central,122,52,24,46,36.94,4.1,26.18,33.97,12.73,80.0,378,23656,67.92,12,7,3,132,62.0,Full-Time,Training,Compliant,52.9,84.3,7,Weekday,Q3
1149,2023-07-26,Store_045,East,156,103,9,44,29.82,4.2,40.58,41.61,14.42,53.8,381,30646,66.55,18,3,3,132,98.7,Seasonal,Training,Compliant,77.1,90.7,7,Weekday,Q3
18677,2023-07-26,Store_014,Central,136,110,21,5,11.0,3.9,53.24,34.65,10.06,85.3,256,20150,34.47,3,2,2,13,67.2,Full-Time,Wellness,Partial,55.4,99.8,7,Weekday,Q3
2931,2023-07-26,Store_044,West,87,68,7,12,10.65,3.2,54.52,27.65,10.09,55.5,276,18886,55.69,6,4,3,195,86.1,Seasonal,Community,Non-Compliant,88.5,78.9,7,Weekday,Q3
12275,2023-07-26,Store_037,West,117,52,51,14,33.47,3.1,43.71,22.33,12.83,63.8,156,1989,56.12,4,0,0,133,99.6,Seasonal,Training,Compliant,63.5,90.4,7,Weekday,Q3
9587,2023-07-26,Store_041,South,183,119,16,48,19.64,4.6,53.46,20.53,11.44,49.6,50,39698,60.95,2,9,4,36,86.4,Full-Time,Community,Compliant,64.7,87.0,7,Weekday,Q3
8305,2023-07-26,Store_012,West,152,129,22,1,24.39,4.9,57.2,26.24,12.33,70.5,460,29519,71.92,4,6,2,116,67.8,Seasonal,Training,Compliant,85.8,84.7,7,Weekday,Q3
18881,2023-07-26,Store_012,East,207,140,22,45,30.62,3.5,58.33,33.74,14.76,81.1,245,14944,53.52,7,7,0,86,98.3,Full-Time,Diversity,Partial,84.9,93.1,7,Weekday,Q3
16682,2023-07-26,Store_001,West,165,49,98,18,36.76,3.0,41.25,32.37,5.25,87.3,137,46281,69.22,6,5,4,63,60.7,Full-Time,Wellness,Partial,75.5,76.4,7,Weekday,Q3
609,2023-07-26,Store_002,Central,114,78,13,23,38.78,4.9,40.42,11.11,6.36,93.2,148,4562,43.38,10,4,4,145,63.9,Part-Time,Diversity,Compliant,77.5,85.0,7,Weekday,Q3
3024,2023-07-26,Store_032,West,141,55,51,35,37.04,3.6,34.44,46.56,7.25,72.7,311,19339,12.17,9,6,0,193,80.9,Full-Time,Community,Compliant,68.7,84.2,7,Weekday,Q3
606,2023-07-26,Store_016,South,232,130,83,19,13.17,4.9,44.03,24.14,11.43,87.2,74,29445,37.42,0,7,1,56,75.0,Full-Time,Training,Compliant,79.1,98.8,7,Weekday,Q3
18038,2023-07-26,Store_003,East,79,63,15,1,27.62,4.1,52.42,13.74,7.17,83.6,157,31037,78.45,6,1,1,190,94.2,Part-Time,Wellness,Compliant,57.8,83.7,7,Weekday,Q3
11241,2023-07-26,Store_046,West,96,56,36,4,12.27,3.5,43.8,21.69,4.39,85.1,206,26845,49.51,8,9,0,153,78.4,Full-Time,Community,Compliant,63.0,81.9,7,Weekday,Q3
4309,2023-07-26,Store_043,West,152,95,44,13,39.54,3.1,26.63,25.96,7.92,90.1,336,26347,53.97,6,2,3,168,95.8,Part-Time,Wellness,Compliant,53.5,98.1,7,Weekday,Q3
11977,2023-07-26,Store_008,North,219,122,97,0,15.35,3.9,41.82,29.56,8.54,55.1,321,48181,38.77,12,5,0,133,74.0,Full-Time,Training,Compliant,72.7,76.6,7,Weekday,Q3
9154,2023-07-26,Store_042,North,226,94,83,49,28.93,4.7,33.25,41.74,13.21,48.8,263,17070,20.13,10,4,4,83,90.7,Full-Time,Wellness,Compliant,57.4,88.1,7,Weekday,Q3
12576,2023-07-26,Store_039,South,181,113,19,49,30.11,3.6,32.71,20.58,4.01,57.1,309,1205,64.21,2,0,2,109,88.7,Full-Time,Training,Non-Compliant,85.7,82.0,7,Weekday,Q3
1901,2023-07-26,Store_021,East,212,116,70,26,15.64,4.1,27.8,32.64,7.5,46.5,236,45023,38.99,16,5,4,30,74.4,Full-Time,Community,Compliant,77.1,82.6,7,Weekday,Q3
45,2023-07-26,Store_020,West,276,147,83,46,16.64,3.4,42.07,27.69,8.38,71.4,104,25056,63.3,12,5,4,143,72.4,Full-Time,Training,Partial,72.2,90.6,7,Weekday,Q3
1921,2023-07-26,Store_030,Central,177,129,14,34,12.46,3.8,38.85,41.5,5.37,57.9,170,4534,46.76,18,6,0,179,90.0,Full-Time,Wellness,Non-Compliant,91.4,86.4,7,Weekday,Q3
9130,2023-07-26,Store_038,Central,161,49,74,38,18.46,3.3,37.27,24.91,7.08,57.1,289,27968,42.4,5,4,1,40,83.1,Part-Time,Training,Non-Compliant,95.7,84.4,7,Weekday,Q3
11588,2023-07-26,Store_001,South,142,91,45,6,27.97,4.3,20.42,43.67,2.14,45.3,375,33101,75.91,11,3,4,34,62.2,Full-Time,Training,Compliant,94.0,99.7,7,Weekday,Q3
11883,2023-07-26,Store_004,North,149,40,97,12,25.98,4.2,38.72,38.79,8.41,53.6,151,45268,72.26,19,7,3,151,96.6,Part-Time,Training,Partial,62.2,82.0,7,Weekday,Q3
17904,2023-07-26,Store_050,East,168,86,63,19,21.56,4.6,24.84,22.49,12.72,54.5,417,39944,62.76,6,9,4,106,66.5,Part-Time,Training,Partial,64.0,86.9,7,Weekday,Q3
3992,2023-07-26,Store_042,East,144,108,18,18,36.27,3.1,26.16,11.03,12.52,45.7,319,11030,25.6,8,9,1,29,87.4,Full-Time,Training,Compliant,59.9,95.6,7,Weekday,Q3
13252,2023-07-26,Store_021,East,153,92,42,19,27.44,4.3,55.51,44.1,5.2,91.0,434,813,77.95,5,7,4,83,88.0,Full-Time,Wellness,Non-Compliant,56.5,96.5,7,Weekday,Q3
16094,2023-07-26,Store_016,West,164,74,45,45,12.85,3.4,49.99,35.83,3.91,55.5,480,19101,61.02,5,5,3,94,97.0,Part-Time,Community,Compliant,94.0,89.6,7,Weekday,Q3
2905,2023-07-26,Store_045,Central,181,106,75,0,24.05,4.6,31.9,21.95,12.44,58.9,48,3754,16.09,6,2,2,126,76.1,Seasonal,Training,Partial,86.2,83.4,7,Weekday,Q3
15008,2023-07-26,Store_045,North,157,62,87,8,8.94,3.5,30.87,44.9,2.68,43.7,25,45189,33.7,16,9,0,56,71.9,Seasonal,Training,Partial,82.2,79.7,7,Weekday,Q3
6417,2023-07-26,Store_032,West,113,60,35,18,6.91,3.7,41.13,37.84,11.02,74.9,248,22365,62.05,18,3,4,103,97.1,Full-Time,Wellness,Compliant,78.2,90.8,7,Weekday,Q3
2299,2023-07-26,Store_025,South,148,116,12,20,11.69,4.6,28.68,17.7,4.68,43.4,398,13419,33.69,15,0,4,91,60.2,Full-Time,Community,Compliant,67.9,83.5,7,Weekday,Q3
7121,2023-07-26,Store_015,North,70,47,6,17,12.13,4.6,44.55,30.78,4.1,76.0,338,35254,48.4,19,3,3,75,87.9,Full-Time,Community,Compliant,90.8,86.2,7,Weekday,Q3
8666,2023-07-26,Store_016,North,167,122,18,27,14.28,3.3,44.09,43.63,6.41,55.5,135,13978,25.9,10,2,3,109,68.9,Full-Time,Training,Non-Compliant,78.8,96.0,7,Weekday,Q3
15117,2023-07-26,Store_049,West,191,115,29,47,35.23,3.4,47.3,34.11,4.22,84.0,371,47950,72.46,10,6,4,144,97.6,Seasonal,Wellness,Compliant,88.9,86.5,7,Weekday,Q3
9458,2023-07-26,Store_001,East,191,123,56,12,33.71,4.2,52.13,24.2,11.88,73.4,300,22357,31.5,16,2,3,130,87.2,Part-Time,Training,Compliant,76.1,75.1,7,Weekday,Q3
6031,2023-07-26,Store_046,West,177,45,94,38,12.99,3.8,26.3,41.79,5.55,47.9,476,41761,53.59,9,6,4,96,71.0,Full-Time,Wellness,Partial,92.2,84.9,7,Weekday,Q3
19544,2023-07-26,Store_039,South,109,27,81,1,32.28,3.3,37.58,39.53,12.42,52.6,388,7970,52.44,11,0,4,28,93.0,Full-Time,Wellness,Non-Compliant,70.3,91.6,7,Weekday,Q3
15670,2023-07-26,Store_022,South,178,85,67,26,23.13,4.5,40.83,18.61,14.86,58.0,435,2644,67.85,3,0,0,88,96.3,Full-Time,Diversity,Compliant,64.0,82.7,7,Weekday,Q3
11439,2023-07-26,Store_050,West,135,77,12,46,10.81,3.1,45.64,23.0,10.15,58.1,162,42121,44.19,18,1,4,64,76.4,Part-Time,Training,Partial,56.2,99.2,7,Weekday,Q3
4744,2023-07-26,Store_044,Central,130,68,32,30,33.29,4.9,33.38,48.57,2.65,85.8,461,9085,73.91,16,4,4,90,78.3,Full-Time,Wellness,Compliant,99.1,86.2,7,Weekday,Q3
10162,2023-07-26,Store_025,North,179,127,26,26,31.09,4.2,23.14,38.24,5.94,77.1,3,4245,29.8,7,7,0,58,64.2,Seasonal,Training,Compliant,72.1,99.3,7,Weekday,Q3
19499,2023-07-26,Store_043,West,182,142,15,25,31.4,3.8,45.18,12.17,5.91,75.6,201,16524,35.85,16,4,1,130,77.4,Full-Time,Wellness,Non-Compliant,66.0,97.1,7,Weekday,Q3
8815,2023-07-26,Store_015,North,175,54,80,41,38.52,3.8,33.55,40.58,5.09,60.9,69,24372,57.57,0,5,4,80,83.8,Seasonal,Training,Compliant,70.2,98.3,7,Weekday,Q3
11807,2023-07-26,Store_030,Central,227,115,93,19,26.29,5.0,24.7,40.92,3.88,70.8,123,986,34.53,7,0,2,90,66.4,Full-Time,Community,Compliant,62.6,97.1,7,Weekday,Q3
7223,2023-07-26,Store_041,South,174,131,39,4,39.51,4.2,27.93,37.84,11.7,60.5,333,14628,29.91,2,5,4,190,95.2,Part-Time,Wellness,Compliant,51.8,93.3,7,Weekday,Q3
9366,2023-07-26,Store_005,South,215,113,69,33,15.72,4.8,59.4,36.51,4.07,61.7,78,37692,10.34,14,5,2,10,63.6,Part-Time,Training,Compliant,62.3,87.3,7,Weekday,Q3
2493,2023-07-26,Store_046,West,178,139,20,19,10.59,3.3,48.68,10.72,10.72,79.3,256,37377,78.44,9,1,0,106,69.2,Full-Time,Community,Non-Compliant,64.1,79.2,7,Weekday,Q3
8462,2023-07-26,Store_042,South,127,30,69,28,10.64,4.2,45.77,16.17,9.59,70.5,52,27700,73.39,11,1,4,132,95.7,Full-Time,Training,Compliant,85.8,96.6,7,Weekday,Q3
8068,2023-07-26,Store_022,West,200,117,37,46,17.29,3.7,57.74,41.57,6.33,63.5,170,40763,38.6,2,6,0,121,86.2,Seasonal,Training,Partial,92.4,76.7,7,Weekday,Q3
5760,2023-07-26,Store_022,West,92,26,41,25,19.53,3.1,24.94,21.26,11.13,73.8,498,25837,64.68,10,2,3,119,72.8,Seasonal,Training,Compliant,51.9,88.7,7,Weekday,Q3
19620,2023-07-26,Store_006,East,112,54,58,0,30.2,4.1,26.88,48.62,7.75,91.1,359,41858,74.02,2,6,0,91,80.5,Part-Time,Training,Partial,59.0,94.8,7,Weekday,Q3
105,2023-07-26,Store_003,North,247,102,97,48,5.48,3.3,56.82,25.66,5.13,88.1,313,26781,54.3,1,8,1,128,74.6,Full-Time,Wellness,Compliant,50.7,85.1,7,Weekday,Q3
16248,2023-07-26,Store_035,North,190,106,81,3,22.1,4.4,49.26,32.56,5.49,54.8,480,28262,39.85,15,4,3,65,83.0,Full-Time,Training,Compliant,54.7,93.6,7,Weekday,Q3
14618,2023-07-26,Store_026,Central,171,47,85,39,7.15,3.8,34.48,14.29,13.81,50.6,25,24542,49.18,0,6,4,78,61.0,Seasonal,Training,Partial,50.8,81.8,7,Weekday,Q3
129,2023-07-26,Store_047,North,146,112,11,23,32.14,4.5,43.2,44.21,5.02,73.2,190,1185,26.53,18,2,3,114,70.7,Full-Time,Wellness,Compliant,94.5,76.0,7,Weekday,Q3
2882,2023-07-26,Store_032,Central,245,109,88,48,34.44,3.2,52.64,11.88,9.27,42.2,30,14691,69.45,2,3,1,57,80.3,Part-Time,Community,Compliant,85.6,92.3,7,Weekday,Q3
19101,2023-07-26,Store_019,Central,95,45,13,37,11.51,3.3,31.94,30.95,13.94,65.0,10,39841,16.68,3,3,2,168,85.7,Part-Time,Training,Compliant,72.6,99.9,7,Weekday,Q3
12774,2023-07-26,Store_017,Central,202,125,32,45,27.8,3.3,40.67,10.54,13.46,56.3,100,18407,64.9,16,3,1,129,75.8,Part-Time,Community,Compliant,87.3,87.5,7,Weekday,Q3
1254,2023-07-26,Store_022,East,159,111,26,22,9.22,3.4,25.08,21.16,6.89,52.4,378,9610,76.55,1,6,0,30,94.6,Full-Time,Community,Compliant,81.5,79.0,7,Weekday,Q3
14150,2023-07-26,Store_041,East,225,126,55,44,23.17,4.9,29.7,20.72,4.66,65.4,172,27940,37.8,7,3,0,72,98.5,Part-Time,Training,Partial,71.7,76.9,7,Weekday,Q3
7928,2023-07-26,Store_019,North,157,110,24,23,22.96,4.5,44.31,42.27,10.59,43.2,474,20814,28.66,18,8,1,44,72.3,Full-Time,Training,Compliant,82.0,93.8,7,Weekday,Q3
14720,2023-07-26,Store_002,Central,162,26,96,40,21.82,4.3,46.97,28.31,14.72,50.4,183,47401,70.34,3,9,4,82,77.9,Full-Time,Diversity,Compliant,81.6,80.9,7,Weekday,Q3
7480,2023-07-26,Store_049,West,129,107,6,16,23.36,3.9,55.63,36.86,12.47,85.8,154,20480,25.63,17,7,4,92,71.8,Part-Time,Community,Compliant,71.8,99.9,7,Weekday,Q3
18624,2023-07-26,Store_034,North,106,44,20,42,36.14,3.2,39.87,22.24,2.47,62.7,445,41975,30.37,10,4,3,181,76.0,Full-Time,Wellness,Partial,72.0,75.3,7,Weekday,Q3
18309,2023-07-26,Store_010,North,88,40,18,30,20.68,5.0,37.5,18.22,6.66,43.9,147,13480,79.41,1,6,3,136,81.0,Full-Time,Diversity,Compliant,88.9,82.3,7,Weekday,Q3
14802,2023-07-26,Store_019,East,159,58,87,14,7.84,3.9,29.2,25.16,10.84,53.2,122,7836,39.47,19,7,3,53,92.6,Part-Time,Wellness,Compliant,54.4,76.7,7,Weekday,Q3
18322,2023-07-26,Store_023,East,95,54,9,32,36.58,4.1,49.14,13.77,8.41,94.8,474,28579,26.88,15,3,3,10,92.6,Full-Time,Training,Compliant,92.9,88.2,7,Weekday,Q3
